year age sex race q
1970 1-7d m black 0.00742
1970 7-28d m black 0.00272
1970 0 m black 0.03606
1970 1 m black 0.00224
1970 2 m black 0.00159
1970 3 m black 0.00111
1970 4 m black 0.00097
1970 5 m black 0.00084
1970 6 m black 0.00076
1970 7 m black 0.00068
1970 8 m black 0.00061
1970 9 m black 0.00054
1970 10 m black 0.00049
1970 11 m black 0.00049
1970 12 m black 0.00059
1970 13 m black 0.00081
1970 14 m black 0.00114
1970 15 m black 0.00152
1970 16 m black 0.00192
1970 17 m black 0.00233
1970 18 m black 0.00275
1970 19 m black 0.00319
1970 20 m black 0.00372
1970 21 m black 0.00433
1970 22 m black 0.00482
1970 23 m black 0.00508
1970 24 m black 0.00511
1970 25 m black 0.00503
1970 26 m black 0.00500
1970 27 m black 0.00500
1970 28 m black 0.00512
1970 29 m black 0.00534
1970 30 m black 0.00558
1970 31 m black 0.00579
1970 32 m black 0.00605
1970 33 m black 0.00636
1970 34 m black 0.00672
1970 35 m black 0.00712
1970 36 m black 0.00754
1970 37 m black 0.00801
1970 38 m black 0.00853
1970 39 m black 0.00908
1970 40 m black 0.00966
1970 41 m black 0.01025
1970 42 m black 0.01089
1970 43 m black 0.01157
1970 44 m black 0.01231
1970 45 m black 0.01309
1970 46 m black 0.01391
1970 47 m black 0.01478
1970 48 m black 0.01573
1970 49 m black 0.01676
1970 50 m black 0.01788
1970 51 m black 0.01909
1970 52 m black 0.02037
1970 53 m black 0.02169
1970 54 m black 0.02305
1970 55 m black 0.02445
1970 56 m black 0.02593
1970 57 m black 0.02751
1970 58 m black 0.02922
1970 59 m black 0.03108
1970 60 m black 0.03308
1970 61 m black 0.03520
1970 62 m black 0.03739
1970 63 m black 0.03858
1970 64 m black 0.04175
1970 65 m black 0.04386
1970 66 m black 0.04603
1970 67 m black 0.04852
1970 68 m black 0.05108
1970 69 m black 0.05528
1970 70 m black 0.05965
1970 71 m black 0.06434
1970 72 m black 0.06892
1970 73 m black 0.07276
1970 74 m black 0.07585
1970 75 m black 0.07887
1970 76 m black 0.08233
1970 77 m black 0.08575
1970 78 m black 0.08513
1970 79 m black 0.09244
1970 80 m black 0.09554
1970 81 m black 0.09852
1970 82 m black 0.10180
1970 83 m black 0.10573
1970 84 m black 0.11035
1970 85 m black 0.11744
1970 86 m black 0.12512
1970 87 m black 0.13349
1970 88 m black 0.14237
1970 89 m black 0.15170
1970 90 m black 0.16139
1970 91 m black 0.17144
1970 92 m black 0.18173
1970 93 m black 0.19211
1970 94 m black 0.20240
1970 95 m black 0.21270
1970 96 m black 0.21795
1970 97 m black 0.22278
1970 98 m black 0.22723
1970 99 m black 0.23132
1970 100 m black 0.23506
1970 101 m black 0.23848
1970 102 m black 0.24160
1970 103 m black 0.24445
1970 104 m black 0.24705
1970 105 m black 0.24941
1970 106 m black 0.25155
1970 107 m black 0.25350
1970 108 m black 0.25526
1970 109 m black 0.25686
1970 0-1d f black 0.01097
1970 1-7d f black 0.00555
1970 7-28d f black 0.00223
1970 0 f black 0.02765
1970 1 f black 0.00189
1970 2 f black 0.0013
1970 3 f black 9e-04
1970 4 f black 0.00068
1970 5 f black 0.00062
1970 6 f black 0.00052
1970 7 f black 0.00045
1970 8 f black 0.00039
1970 9 f black 0.00035
1970 10 f black 0.00033
1970 11 f black 0.00033
1970 12 f black 0.00036
1970 13 f black 0.00044
1970 14 f black 0.00054
1970 15 f black 0.00067
1970 16 f black 8e-04
1970 17 f black 0.00093
1970 18 f black 0.00103
1970 19 f black 0.00111
1970 20 f black 0.00121
1970 21 f black 0.00132
1970 22 f black 0.00141
1970 23 f black 0.0015
1970 24 f black 0.00157
1970 25 f black 0.00164
1970 26 f black 0.00173
1970 27 f black 0.00183
1970 28 f black 0.00195
1970 29 f black 0.0021
1970 30 f black 0.00225
1970 31 f black 0.00242
1970 32 f black 0.00262
1970 33 f black 0.00286
1970 34 f black 0.00313
1970 35 f black 0.00343
1970 36 f black 0.00373
1970 37 f black 0.00405
1970 38 f black 0.00438
1970 39 f black 0.00472
1970 40 f black 0.00507
1970 41 f black 0.00542
1970 42 f black 0.00581
1970 43 f black 0.00624
1970 44 f black 0.00672
1970 45 f black 0.00725
1970 46 f black 0.00779
1970 47 f black 0.00836
1970 48 f black 0.00892
1970 49 f black 0.0095
1970 50 f black 0.01013
1970 51 f black 0.01081
1970 52 f black 0.01153
1970 53 f black 0.01229
1970 54 f black 0.01308
1970 55 f black 0.01392
1970 56 f black 0.01483
1970 57 f black 0.01581
1970 58 f black 0.01689
1970 59 f black 0.01809
1970 60 f black 0.01937
1970 61 f black 0.02073
1970 62 f black 0.02226
1970 63 f black 0.02392
1970 64 f black 0.02566
1970 65 f black 0.02738
1970 66 f black 0.02909
1970 67 f black 0.03093
1970 68 f black 0.03308
1970 69 f black 0.03561
1970 70 f black 0.03863
1970 71 f black 0.04194
1970 72 f black 0.04519
1970 73 f black 0.0479
1970 74 f black 0.05004
1970 75 f black 0.05208
1970 76 f black 0.05446
1970 77 f black 0.05704
1970 78 f black 0.05997
1970 79 f black 0.06321
1970 80 f black 0.06656
1970 81 f black 0.06991
1970 82 f black 0.07342
1970 83 f black 0.07716
1970 84 f black 0.08122
1970 85 f black 0.08747
1970 86 f black 0.09465
1970 87 f black 0.10282
1970 88 f black 0.11201
1970 89 f black 0.12222
1970 90 f black 0.13355
1970 91 f black 0.14548
1970 92 f black 0.15672
1970 93 f black 0.16605
1970 94 f black 0.17401
1970 95 f black 0.1822
1970 96 f black 0.18719
1970 97 f black 0.1918
1970 98 f black 0.19605
1970 99 f black 0.19996
1970 100 f black 0.20355
1970 101 f black 0.20684
1970 102 f black 0.20985
1970 103 f black 0.21259
1970 104 f black 0.2151
1970 105 f black 0.21738
1970 106 f black 0.21945
1970 107 f black 0.22134
1970 108 f black 0.22305
1970 109 f black 0.2246
1980 0-1d m total 0.00503
1980 1-7d m total 0.00278
1980 7-28d m total 0.00152
1980 0 m total 0.01393
1980 1 m total 0.00101
1980 2 m total 0.00073
1980 3 m total 0.00058
1980 4 m total 0.00047
1980 5 m total 0.00042
1980 6 m total 0.00039
1980 7 m total 0.00036
1980 8 m total 0.00032
1980 9 m total 0.00026
1980 10 m total 0.00021
1980 11 m total 0.00021
1980 12 m total 3e-04
1980 13 m total 0.00048
1980 14 m total 0.00072
1980 15 m total 0.00096
1980 16 m total 0.00118
1980 17 m total 0.00137
1980 18 m total 0.00153
1980 19 m total 0.00167
1980 20 m total 0.00181
1980 21 m total 0.00194
1980 22 m total 0.00203
1980 23 m total 0.00205
1980 24 m total 0.00203
1980 25 m total 0.00199
1980 26 m total 0.00196
1980 27 m total 0.00193
1980 28 m total 0.00191
1980 29 m total 0.00191
1980 30 m total 0.00191
1980 31 m total 0.00191
1980 32 m total 0.00193
1980 33 m total 0.00198
1980 34 m total 0.00205
1980 35 m total 0.00216
1980 36 m total 0.00229
1980 37 m total 0.00244
1980 38 m total 0.00261
1980 39 m total 0.0028
1980 40 m total 0.00303
1980 41 m total 0.00332
1980 42 m total 0.00363
1980 43 m total 0.00398
1980 44 m total 0.00435
1980 45 m total 0.00476
1980 46 m total 0.00522
1980 47 m total 0.00576
1980 48 m total 0.00638
1980 49 m total 0.00705
1980 50 m total 0.00775
1980 51 m total 0.00846
1980 52 m total 0.00924
1980 53 m total 0.0101
1980 54 m total 0.01105
1980 55 m total 0.01206
1980 56 m total 0.0131
1980 57 m total 0.01423
1980 58 m total 0.01549
1980 59 m total 0.0169
1980 60 m total 0.01846
1980 61 m total 0.02016
1980 62 m total 0.02201
1980 63 m total 0.02398
1980 64 m total 0.02604
1980 65 m total 0.02817
1980 66 m total 0.03044
1980 67 m total 0.03289
1980 68 m total 0.03563
1980 69 m total 0.03868
1980 70 m total 0.04207
1980 71 m total 0.04571
1980 72 m total 0.04951
1980 73 m total 0.05338
1980 74 m total 0.05736
1980 75 m total 0.06167
1980 76 m total 0.06647
1980 77 m total 0.0717
1980 78 m total 0.0774
1980 79 m total 0.08365
1980 80 m total 0.09069
1980 81 m total 0.09859
1980 82 m total 0.10708
1980 83 m total 0.11579
1980 84 m total 0.12463
1980 85 m total 0.13419
1980 86 m total 0.14479
1980 87 m total 0.15554
1980 88 m total 0.16618
1980 89 m total 0.177
1980 90 m total 0.18848
1980 91 m total 0.20125
1980 92 m total 0.21542
1980 93 m total 0.2308
1980 94 m total 0.24641
1980 95 m total 0.26149
1980 96 m total 0.27438
1980 97 m total 0.28654
1980 98 m total 0.29797
1980 99 m total 0.30867
1980 100 m total 0.31865
1980 101 m total 0.32792
1980 102 m total 0.3365
1980 103 m total 0.34443
1980 104 m total 0.35174
1980 105 m total 0.35845
1980 106 m total 0.36461
1980 107 m total 0.37024
1980 108 m total 0.37539
1980 109 m total 0.38009
1980 0-1d f total 0.00421
1980 1-7d f total 0.00212
1980 7-28d f total 0.00126
1980 0 f total 0.0112
1980 1 f total 0.00086
1980 2 f total 0.00056
1980 3 f total 0.00042
1980 4 f total 0.00033
1980 5 f total 0.00031
1980 6 f total 0.00027
1980 7 f total 0.00024
1980 8 f total 0.00022
1980 9 f total 0.00019
1980 10 f total 0.00018
1980 11 f total 0.00018
1980 12 f total 2e-04
1980 13 f total 0.00026
1980 14 f total 0.00033
1980 15 f total 4e-04
1980 16 f total 0.00047
1980 17 f total 0.00052
1980 18 f total 0.00055
1980 19 f total 0.00057
1980 20 f total 0.00058
1980 21 f total 6e-04
1980 22 f total 0.00062
1980 23 f total 0.00063
1980 24 f total 0.00064
1980 25 f total 0.00065
1980 26 f total 0.00066
1980 27 f total 0.00067
1980 28 f total 7e-04
1980 29 f total 0.00072
1980 30 f total 0.00075
1980 31 f total 0.00079
1980 32 f total 0.00083
1980 33 f total 0.00089
1980 34 f total 0.00096
1980 35 f total 0.00104
1980 36 f total 0.00114
1980 37 f total 0.00125
1980 38 f total 0.00137
1980 39 f total 0.00149
1980 40 f total 0.00163
1980 41 f total 0.0018
1980 42 f total 0.00199
1980 43 f total 0.00218
1980 44 f total 0.00239
1980 45 f total 0.00262
1980 46 f total 0.00286
1980 47 f total 0.00315
1980 48 f total 0.00347
1980 49 f total 0.00381
1980 50 f total 0.00416
1980 51 f total 0.00452
1980 52 f total 0.0049
1980 53 f total 0.00532
1980 54 f total 0.00578
1980 55 f total 0.00627
1980 56 f total 0.00678
1980 57 f total 0.00733
1980 58 f total 0.00796
1980 59 f total 0.00867
1980 60 f total 0.00947
1980 61 f total 0.01035
1980 62 f total 0.01129
1980 63 f total 0.01226
1980 64 f total 0.01325
1980 65 f total 0.01427
1980 66 f total 0.01538
1980 67 f total 0.01664
1980 68 f total 0.01811
1980 69 f total 0.0198
1980 70 f total 0.02169
1980 71 f total 0.02375
1980 72 f total 0.026
1980 73 f total 0.02842
1980 74 f total 0.03106
1980 75 f total 0.03388
1980 76 f total 0.03704
1980 77 f total 0.04073
1980 78 f total 0.04515
1980 79 f total 0.05033
1980 80 f total 0.05622
1980 81 f total 0.06269
1980 82 f total 0.06973
1980 83 f total 0.07722
1980 84 f total 0.08519
1980 85 f total 0.09409
1980 86 f total 0.10405
1980 87 f total 0.1142
1980 88 f total 0.12427
1980 89 f total 0.13471
1980 90 f total 0.14661
1980 91 f total 0.16024
1980 92 f total 0.1746
1980 93 f total 0.18904
1980 94 f total 0.20348
1980 95 f total 0.21823
1980 96 f total 0.23221
1980 97 f total 0.2456
1980 98 f total 0.25834
1980 99 f total 0.2704
1980 100 f total 0.28176
1980 101 f total 0.29242
1980 102 f total 0.30237
1980 103 f total 0.31163
1980 104 f total 0.32023
1980 105 f total 0.32817
1980 106 f total 0.3355
1980 107 f total 0.34224
1980 108 f total 0.34843
1980 109 f total 0.35411
1980 0-1d m white 0.00438
1980 1-7d m white 0.00256
1980 7-28d m white 0.00139
1980 0 m white 0.01231
1980 1 m white 0.00092
1980 2 m white 0.00066
1980 3 m white 0.00053
1980 4 m white 0.00043
1980 5 m white 0.00039
1980 6 m white 0.00037
1980 7 m white 0.00034
1980 8 m white 3e-04
1980 9 m white 0.00024
1980 10 m white 0.00019
1980 11 m white 0.00019
1980 12 m white 0.00028
1980 13 m white 0.00046
1980 14 m white 0.00071
1980 15 m white 0.00096
1980 16 m white 0.00118
1980 17 m white 0.00137
1980 18 m white 0.00151
1980 19 m white 0.00163
1980 20 m white 0.00175
1980 21 m white 0.00186
1980 22 m white 0.00193
1980 23 m white 0.00193
1980 24 m white 0.00189
1980 25 m white 0.00183
1980 26 m white 0.00177
1980 27 m white 0.00172
1980 28 m white 0.00168
1980 29 m white 0.00167
1980 30 m white 0.00166
1980 31 m white 0.00165
1980 32 m white 0.00166
1980 33 m white 0.00169
1980 34 m white 0.00175
1980 35 m white 0.00184
1980 36 m white 0.00196
1980 37 m white 0.00209
1980 38 m white 0.00224
1980 39 m white 0.0024
1980 40 m white 0.00261
1980 41 m white 0.00287
1980 42 m white 0.00316
1980 43 m white 0.00348
1980 44 m white 0.00382
1980 45 m white 0.0042
1980 46 m white 0.00463
1980 47 m white 0.00514
1980 48 m white 0.00573
1980 49 m white 0.00639
1980 50 m white 0.00706
1980 51 m white 0.00775
1980 52 m white 0.0085
1980 53 m white 0.00934
1980 54 m white 0.01027
1980 55 m white 0.01125
1980 56 m white 0.01227
1980 57 m white 0.01338
1980 58 m white 0.01464
1980 59 m white 0.01605
1980 60 m white 0.01762
1980 61 m white 0.01933
1980 62 m white 0.02119
1980 63 m white 0.02316
1980 64 m white 0.02523
1980 65 m white 0.02738
1980 66 m white 0.02968
1980 67 m white 0.03218
1980 68 m white 0.03495
1980 69 m white 0.03805
1980 70 m white 0.04148
1980 71 m white 0.04516
1980 72 m white 0.04901
1980 73 m white 0.05295
1980 74 m white 0.05703
1980 75 m white 0.06146
1980 76 m white 0.06642
1980 77 m white 0.0718
1980 78 m white 0.07762
1980 79 m white 0.08394
1980 80 m white 0.09099
1980 81 m white 0.09886
1980 82 m white 0.10733
1980 83 m white 0.11613
1980 84 m white 0.12523
1980 85 m white 0.13507
1980 86 m white 0.14592
1980 87 m white 0.15691
1980 88 m white 0.16774
1980 89 m white 0.17875
1980 90 m white 0.19058
1980 91 m white 0.20389
1980 92 m white 0.21864
1980 93 m white 0.23453
1980 94 m white 0.25061
1980 95 m white 0.26617
1980 96 m white 0.28001
1980 97 m white 0.29311
1980 98 m white 0.30545
1980 99 m white 0.31703
1980 100 m white 0.32784
1980 101 m white 0.33791
1980 102 m white 0.34724
1980 103 m white 0.35588
1980 104 m white 0.36384
1980 105 m white 0.37117
1980 106 m white 0.3779
1980 107 m white 0.38407
1980 108 m white 0.38971
1980 109 m white 0.39486
1980 0-1d f white 0.00361
1980 1-7d f white 0.0019
1980 7-28d f white 0.00111
1980 0 f white 0.00965
1980 1 f white 0.00077
1980 2 f white 0.00051
1980 3 f white 0.00037
1980 4 f white 3e-04
1980 5 f white 0.00028
1980 6 f white 0.00026
1980 7 f white 0.00023
1980 8 f white 0.00021
1980 9 f white 0.00018
1980 10 f white 0.00017
1980 11 f white 0.00016
1980 12 f white 0.00019
1980 13 f white 0.00025
1980 14 f white 0.00032
1980 15 f white 4e-04
1980 16 f white 0.00047
1980 17 f white 0.00052
1980 18 f white 0.00054
1980 19 f white 0.00055
1980 20 f white 0.00056
1980 21 f white 0.00057
1980 22 f white 0.00057
1980 23 f white 0.00058
1980 24 f white 0.00058
1980 25 f white 0.00058
1980 26 f white 0.00058
1980 27 f white 0.00059
1980 28 f white 6e-04
1980 29 f white 0.00063
1980 30 f white 0.00065
1980 31 f white 0.00068
1980 32 f white 0.00072
1980 33 f white 0.00077
1980 34 f white 0.00083
1980 35 f white 9e-04
1980 36 f white 0.00099
1980 37 f white 0.00109
1980 38 f white 0.00119
1980 39 f white 0.0013
1980 40 f white 0.00143
1980 41 f white 0.00158
1980 42 f white 0.00174
1980 43 f white 0.00192
1980 44 f white 0.00211
1980 45 f white 0.00231
1980 46 f white 0.00254
1980 47 f white 0.0028
1980 48 f white 0.0031
1980 49 f white 0.00343
1980 50 f white 0.00376
1980 51 f white 0.0041
1980 52 f white 0.00447
1980 53 f white 0.00488
1980 54 f white 0.00532
1980 55 f white 0.00579
1980 56 f white 0.00628
1980 57 f white 0.00681
1980 58 f white 0.00742
1980 59 f white 0.00811
1980 60 f white 0.00889
1980 61 f white 0.00975
1980 62 f white 0.01067
1980 63 f white 0.01162
1980 64 f white 0.01259
1980 65 f white 0.01359
1980 66 f white 0.0147
1980 67 f white 0.01595
1980 68 f white 0.0174
1980 69 f white 0.01907
1980 70 f white 0.02092
1980 71 f white 0.02294
1980 72 f white 0.02517
1980 73 f white 0.0276
1980 74 f white 0.03027
1980 75 f white 0.03315
1980 76 f white 0.03637
1980 77 f white 0.04015
1980 78 f white 0.04467
1980 79 f white 0.04995
1980 80 f white 0.05589
1980 81 f white 0.06239
1980 82 f white 0.06949
1980 83 f white 0.07713
1980 84 f white 0.08539
1980 85 f white 0.09463
1980 86 f white 0.10491
1980 87 f white 0.11534
1980 88 f white 0.12559
1980 89 f white 0.13617
1980 90 f white 0.14831
1980 91 f white 0.16231
1980 92 f white 0.17709
1980 93 f white 0.19198
1980 94 f white 0.2069
1980 95 f white 0.22228
1980 96 f white 0.23729
1980 97 f white 0.25173
1980 98 f white 0.26551
1980 99 f white 0.27859
1980 100 f white 0.29094
1980 101 f white 0.30255
1980 102 f white 0.31342
1980 103 f white 0.32355
1980 104 f white 0.33297
1980 105 f white 0.34168
1980 106 f white 0.34973
1980 107 f white 0.35715
1980 108 f white 0.36397
1980 109 f white 0.37022
1980 0-1d m nonwhite 0.00869
1980 1-7d m nonwhite 0.00421
1980 7-28d m nonwhite 0.0023
1980 0 m nonwhite 0.02061
1980 1 m nonwhite 0.00139
1980 2 m nonwhite 0.00101
1980 3 m nonwhite 0.00082
1980 4 m nonwhite 0.00066
1980 5 m nonwhite 0.00058
1980 6 m nonwhite 0.00051
1980 7 m nonwhite 0.00045
1980 8 m nonwhite 0.00039
1980 9 m nonwhite 0.00034
1980 10 m nonwhite 3e-04
1980 11 m nonwhite 0.00031
1980 12 m nonwhite 0.00039
1980 13 m nonwhite 0.00055
1980 14 m nonwhite 0.00076
1980 15 m nonwhite 0.00098
1980 16 m nonwhite 0.00119
1980 17 m nonwhite 0.0014
1980 18 m nonwhite 0.00162
1980 19 m nonwhite 0.00186
1980 20 m nonwhite 0.00212
1980 21 m nonwhite 0.00239
1980 22 m nonwhite 0.00262
1980 23 m nonwhite 0.00279
1980 24 m nonwhite 0.00291
1980 25 m nonwhite 0.00302
1980 26 m nonwhite 0.00314
1980 27 m nonwhite 0.00325
1980 28 m nonwhite 0.00335
1980 29 m nonwhite 0.00346
1980 30 m nonwhite 0.00356
1980 31 m nonwhite 0.00367
1980 32 m nonwhite 0.00379
1980 33 m nonwhite 0.00395
1980 34 m nonwhite 0.00413
1980 35 m nonwhite 0.00436
1980 36 m nonwhite 0.00461
1980 37 m nonwhite 0.00491
1980 38 m nonwhite 0.00523
1980 39 m nonwhite 0.00557
1980 40 m nonwhite 0.00595
1980 41 m nonwhite 0.00638
1980 42 m nonwhite 0.00687
1980 43 m nonwhite 0.00743
1980 44 m nonwhite 0.00807
1980 45 m nonwhite 0.00877
1980 46 m nonwhite 0.00952
1980 47 m nonwhite 0.01036
1980 48 m nonwhite 0.01128
1980 49 m nonwhite 0.01225
1980 50 m nonwhite 0.01323
1980 51 m nonwhite 0.01424
1980 52 m nonwhite 0.01531
1980 53 m nonwhite 0.01648
1980 54 m nonwhite 0.01774
1980 55 m nonwhite 0.01905
1980 56 m nonwhite 0.02039
1980 57 m nonwhite 0.02174
1980 58 m nonwhite 0.02312
1980 59 m nonwhite 0.02459
1980 60 m nonwhite 0.02619
1980 61 m nonwhite 0.02794
1980 62 m nonwhite 0.02981
1980 63 m nonwhite 0.03172
1980 64 m nonwhite 0.03361
1980 65 m nonwhite 0.03545
1980 66 m nonwhite 0.03733
1980 67 m nonwhite 0.03936
1980 68 m nonwhite 0.04171
1980 69 m nonwhite 0.04445
1980 70 m nonwhite 0.04754
1980 71 m nonwhite 0.05084
1980 72 m nonwhite 0.05421
1980 73 m nonwhite 0.05742
1980 74 m nonwhite 0.06046
1980 75 m nonwhite 0.06356
1980 76 m nonwhite 0.06699
1980 77 m nonwhite 0.07083
1980 78 m nonwhite 0.07538
1980 79 m nonwhite 0.08088
1980 80 m nonwhite 0.08772
1980 81 m nonwhite 0.09578
1980 82 m nonwhite 0.10433
1980 83 m nonwhite 0.1119
1980 84 m nonwhite 0.11781
1980 85 m nonwhite 0.12406
1980 86 m nonwhite 0.13154
1980 87 m nonwhite 0.13945
1980 88 m nonwhite 0.14805
1980 89 m nonwhite 0.15729
1980 90 m nonwhite 0.16621
1980 91 m nonwhite 0.17527
1980 92 m nonwhite 0.18599
1980 93 m nonwhite 0.19866
1980 94 m nonwhite 0.21229
1980 95 m nonwhite 0.22554
1980 96 m nonwhite 0.23274
1980 97 m nonwhite 0.23944
1980 98 m nonwhite 0.24563
1980 99 m nonwhite 0.25135
1980 100 m nonwhite 0.25662
1980 101 m nonwhite 0.26146
1980 102 m nonwhite 0.2659
1980 103 m nonwhite 0.26996
1980 104 m nonwhite 0.27367
1980 105 m nonwhite 0.27706
1980 106 m nonwhite 0.28014
1980 107 m nonwhite 0.28295
1980 108 m nonwhite 0.2855
1980 109 m nonwhite 0.28782
1980 0-1d f nonwhite 0.00741
1980 1-7d f nonwhite 0.00331
1980 7-28d f nonwhite 0.00207
1980 0 f nonwhite 0.01739
1980 1 f nonwhite 0.0012
1980 2 f nonwhite 8e-04
1980 3 f nonwhite 0.00063
1980 4 f nonwhite 0.00046
1980 5 f nonwhite 0.00041
1980 6 f nonwhite 0.00034
1980 7 f nonwhite 0.00029
1980 8 f nonwhite 0.00026
1980 9 f nonwhite 0.00024
1980 10 f nonwhite 0.00023
1980 11 f nonwhite 0.00024
1980 12 f nonwhite 0.00026
1980 13 f nonwhite 0.00031
1980 14 f nonwhite 0.00036
1980 15 f nonwhite 0.00043
1980 16 f nonwhite 0.00049
1980 17 f nonwhite 0.00055
1980 18 f nonwhite 6e-04
1980 19 f nonwhite 0.00066
1980 20 f nonwhite 0.00072
1980 21 f nonwhite 0.00078
1980 22 f nonwhite 0.00084
1980 23 f nonwhite 9e-04
1980 24 f nonwhite 0.00096
1980 25 f nonwhite 0.00102
1980 26 f nonwhite 0.00109
1980 27 f nonwhite 0.00115
1980 28 f nonwhite 0.00121
1980 29 f nonwhite 0.00127
1980 30 f nonwhite 0.00133
1980 31 f nonwhite 0.0014
1980 32 f nonwhite 0.00148
1980 33 f nonwhite 0.00159
1980 34 f nonwhite 0.00172
1980 35 f nonwhite 0.00187
1980 36 f nonwhite 0.00205
1980 37 f nonwhite 0.00224
1980 38 f nonwhite 0.00245
1980 39 f nonwhite 0.00266
1980 40 f nonwhite 0.0029
1980 41 f nonwhite 0.00316
1980 42 f nonwhite 0.00345
1980 43 f nonwhite 0.00378
1980 44 f nonwhite 0.00413
1980 45 f nonwhite 0.00451
1980 46 f nonwhite 0.00492
1980 47 f nonwhite 0.00537
1980 48 f nonwhite 0.00585
1980 49 f nonwhite 0.00636
1980 50 f nonwhite 0.00688
1980 51 f nonwhite 0.0074
1980 52 f nonwhite 0.00796
1980 53 f nonwhite 0.00858
1980 54 f nonwhite 0.00927
1980 55 f nonwhite 0.01001
1980 56 f nonwhite 0.01079
1980 57 f nonwhite 0.01161
1980 58 f nonwhite 0.01247
1980 59 f nonwhite 0.0134
1980 60 f nonwhite 0.01441
1980 61 f nonwhite 0.01552
1980 62 f nonwhite 0.01668
1980 63 f nonwhite 0.01785
1980 64 f nonwhite 0.01898
1980 65 f nonwhite 0.02007
1980 66 f nonwhite 0.0212
1980 67 f nonwhite 0.02253
1980 68 f nonwhite 0.02422
1980 69 f nonwhite 0.02631
1980 70 f nonwhite 0.02875
1980 71 f nonwhite 0.03138
1980 72 f nonwhite 0.03408
1980 73 f nonwhite 0.03659
1980 74 f nonwhite 0.03888
1980 75 f nonwhite 0.04114
1980 76 f nonwhite 0.04363
1980 77 f nonwhite 0.04648
1980 78 f nonwhite 0.05001
1980 79 f nonwhite 0.05442
1980 80 f nonwhite 0.05992
1980 81 f nonwhite 0.06626
1980 82 f nonwhite 0.07279
1980 83 f nonwhite 0.07834
1980 84 f nonwhite 0.08251
1980 85 f nonwhite 0.08685
1980 86 f nonwhite 0.09238
1980 87 f nonwhite 0.09881
1980 88 f nonwhite 0.10652
1980 89 f nonwhite 0.11547
1980 90 f nonwhite 0.12514
1980 91 f nonwhite 0.13529
1980 92 f nonwhite 0.14624
1980 93 f nonwhite 0.15791
1980 94 f nonwhite 0.17016
1980 95 f nonwhite 0.18279
1980 96 f nonwhite 0.1917
1980 97 f nonwhite 0.20022
1980 98 f nonwhite 0.20825
1980 99 f nonwhite 0.21577
1980 100 f nonwhite 0.22279
1980 101 f nonwhite 0.2293
1980 102 f nonwhite 0.23534
1980 103 f nonwhite 0.24091
1980 104 f nonwhite 0.24605
1980 105 f nonwhite 0.25077
1980 106 f nonwhite 0.2551
1980 107 f nonwhite 0.25907
1980 108 f nonwhite 0.26269
1980 109 f nonwhite 0.266
1980 0-1d m black 0.00768
1980 1-7d m black 0.00372
1980 7-28d m black 0.00206
1980 0 m black 0.02297
1980 1 m black 0.00148
1980 2 m black 0.0011
1980 3 m black 0.00086
1980 4 m black 7e-04
1980 5 m black 0.00063
1980 6 m black 0.00055
1980 7 m black 0.00049
1980 8 m black 0.00043
1980 9 m black 0.00037
1980 10 m black 0.00033
1980 11 m black 0.00034
1980 12 m black 0.00041
1980 13 m black 0.00057
1980 14 m black 0.00078
1980 15 m black 0.00099
1980 16 m black 0.0012
1980 17 m black 0.00142
1980 18 m black 0.00165
1980 19 m black 0.00191
1980 20 m black 0.00221
1980 21 m black 0.00251
1980 22 m black 0.00279
1980 23 m black 0.003
1980 24 m black 0.00315
1980 25 m black 0.0033
1980 26 m black 0.00346
1980 27 m black 0.00362
1980 28 m black 0.00377
1980 29 m black 0.00392
1980 30 m black 0.00408
1980 31 m black 0.00424
1980 32 m black 0.00441
1980 33 m black 0.0046
1980 34 m black 0.00483
1980 35 m black 0.00509
1980 36 m black 0.00539
1980 37 m black 0.00572
1980 38 m black 0.00609
1980 39 m black 0.00648
1980 40 m black 0.00691
1980 41 m black 0.00739
1980 42 m black 0.00794
1980 43 m black 0.00857
1980 44 m black 0.00929
1980 45 m black 0.01007
1980 46 m black 0.0109
1980 47 m black 0.01181
1980 48 m black 0.0128
1980 49 m black 0.01384
1980 50 m black 0.01488
1980 51 m black 0.01594
1980 52 m black 0.01709
1980 53 m black 0.01835
1980 54 m black 0.01972
1980 55 m black 0.02116
1980 56 m black 0.02262
1980 57 m black 0.02408
1980 58 m black 0.02556
1980 59 m black 0.02711
1980 60 m black 0.02877
1980 61 m black 0.03058
1980 62 m black 0.03252
1980 63 m black 0.03452
1980 64 m black 0.03651
1980 65 m black 0.03846
1980 66 m black 0.04044
1980 67 m black 0.0426
1980 68 m black 0.04511
1980 69 m black 0.04804
1980 70 m black 0.05141
1980 71 m black 0.05501
1980 72 m black 0.05866
1980 73 m black 0.06202
1980 74 m black 0.06508
1980 75 m black 0.06814
1980 76 m black 0.07154
1980 77 m black 0.07537
1980 78 m black 0.07999
1980 79 m black 0.08566
1980 80 m black 0.09268
1980 81 m black 0.10087
1980 82 m black 0.10953
1980 83 m black 0.11714
1980 84 m black 0.12302
1980 85 m black 0.12872
1980 86 m black 0.13559
1980 87 m black 0.14282
1980 88 m black 0.15071
1980 89 m black 0.15928
1980 90 m black 0.16761
1980 91 m black 0.17617
1980 92 m black 0.18648
1980 93 m black 0.19888
1980 94 m black 0.21236
1980 95 m black 0.22554
1980 96 m black 0.23274
